"epoch","Group: Unmasked - train/distill_loss","Group: Unmasked - train/distill_loss__MIN","Group: Unmasked - train/distill_loss__MAX","Group: Unmasked - _step","Group: Unmasked - _step__MIN","Group: Unmasked - _step__MAX","Group: Masked - train/distill_loss","Group: Masked - train/distill_loss__MIN","Group: Masked - train/distill_loss__MAX","Group: Masked - _step","Group: Masked - _step__MIN","Group: Masked - _step__MAX"
"184","0.005577708128839731","0.0055148242972791195","0.005644829012453556","369","369","369","0.006879570055752992","0.006759298034012318","0.00703043770045042","369","369","369"
"185","0.005559065658599138","0.005544773768633604","0.005586190614849329","371","371","371","0.006793938018381596","0.006670498289167881","0.006876006256788969","371","371","371"
"186","0.00553587656468153","0.005506021901965141","0.005583570338785648","373","373","373","0.006769635528326034","0.006681906525045633","0.006837284192442894","373","373","373"
"187","0.0055271021090447904","0.005488262977451086","0.005563246551901102","375","375","375","0.006771330907940865","0.006700008641928434","0.006861106492578983","375","375","375"
"188","0.005544044729322195","0.005438433960080147","0.005599771626293659","377","377","377","0.006706668809056282","0.006664981599897146","0.006776111666113138","377","377","377"
"189","0.005530075076967478","0.005515001714229584","0.00555028161033988","379","379","379","0.006706456653773785","0.006561465561389923","0.006795741152018309","379","379","379"
"190","0.0054861998185515405","0.005453211255371571","0.00553614366799593","381","381","381","0.006680563278496266","0.006589213851839304","0.006754827219992876","381","381","381"
"191","0.0055363629013299945","0.005491806194186211","0.005578911863267422","383","383","383","0.006774864066392184","0.006682237144559622","0.006832024082541466","383","383","383"
"192","0.005521660298109054","0.0054669370874762535","0.005594366695731878","385","385","385","0.00672129187732935","0.006585522089153528","0.006799568422138691","385","385","385"
"193","0.005520398169755936","0.005466804374009371","0.005601306911557913","387","387","387","0.006665954552590847","0.006575816310942173","0.006716977339237928","387","387","387"
"194","0.005494372453540564","0.0054438114166259766","0.005550348199903965","389","389","389","0.006774090696126223","0.006594385020434856","0.006976230535656214","389","389","389"
"195","0.005512227024883032","0.005459062289446592","0.005558779928833246","391","391","391","0.006709043402224779","0.006620238069444895","0.006770974490791559","391","391","391"
"196","0.005509291402995586","0.00545154046267271","0.005624342244118452","393","393","393","0.006649769842624664","0.006542549468576908","0.0067281294614076614","393","393","393"
"197","0.0054766259156167505","0.005419389810413122","0.005520227365195751","395","395","395","0.006681525614112616","0.006517244968563318","0.0068622673861682415","395","395","395"
"198","0.005476164724677801","0.005432986654341221","0.005531884729862213","397","397","397","0.006619822140783072","0.0065457518212497234","0.006694094743579626","397","397","397"
"199","0.00547933354973793","0.00542006129398942","0.005531031638383865","399","399","399","0.006633973587304354","0.006542983930557966","0.006704281084239483","399","399","399"
"200","0.005458232015371323","0.005400307476520538","0.005516152363270521","401","401","401","0.006669565010815859","0.0065890285186469555","0.006722614169120789","401","401","401"
"201","0.005472377873957157","0.005435197614133358","0.005536780692636967","403","403","403","0.006711714435368776","0.006637100130319595","0.006803314667195082","403","403","403"
"202","0.005448330100625754","0.0054137809202075005","0.005509334150701761","405","405","405","0.006672500353306532","0.006532270461320877","0.006892027799040079","405","405","405"
"203","0.005444512329995632","0.005402705166488886","0.005461943335831165","407","407","407","0.006604344584047794","0.006520620081573725","0.006707117427140474","407","407","407"
"204","0.005474657379090786","0.005418585613369942","0.005526309832930565","409","409","409","0.006617755349725485","0.006511032115668058","0.006788645870983601","409","409","409"
"205","0.005458927992731333","0.005428388249129057","0.00549684464931488","411","411","411","0.006544635351747275","0.006483364850282669","0.0066006118431687355","411","411","411"
"206","0.00543675608932972","0.005404874216765165","0.00546306325122714","413","413","413","0.0066115007735788826","0.006481555290520191","0.0067908307537436485","413","413","413"
"207","0.005445923469960689","0.005420204252004623","0.005461934953927994","415","415","415","0.006604877766221762","0.00655952887609601","0.006644158624112606","415","415","415"
"208","0.005444550048559904","0.005390339996665716","0.00552231352776289","417","417","417","0.006574566103518009","0.0065214200876653194","0.006630072835832834","417","417","417"
"209","0.005450045317411422","0.005388487596064806","0.005487785674631596","419","419","419","0.006602479796856642","0.0064779906533658504","0.006734720431268215","419","419","419"
"210","0.005414057243615389","0.00537510123103857","0.005456651095300913","421","421","421","0.006545638851821423","0.006490946281701326","0.006641617510467768","421","421","421"
"211","0.005404985416680575","0.005356903187930584","0.005442958325147629","423","423","423","0.006557984557002783","0.006503160577267408","0.006600516848266125","423","423","423"
"212","0.0054138763807713985","0.005388014949858189","0.005455970298498869","425","425","425","0.006568686850368976","0.006465857848525047","0.00664857542142272","425","425","425"
"213","0.0054217101074755195","0.005390048958361149","0.005460895597934723","427","427","427","0.006537854019552469","0.006415436044335365","0.006633696611970663","427","427","427"
"214","0.005405930243432522","0.005359739530831575","0.00545879639685154","429","429","429","0.006535489670932293","0.006412692368030548","0.0065942686051130295","429","429","429"
"215","0.005420662835240364","0.005367852747440338","0.005466884467750788","431","431","431","0.006547923944890499","0.006471829954534769","0.00661989813670516","431","431","431"
"216","0.005411246884614229","0.0053437394089996815","0.005449822172522545","433","433","433","0.0065325042232871056","0.006425600498914719","0.006696602329611778","433","433","433"
"217","0.005418593715876341","0.00535592483356595","0.005489526316523552","435","435","435","0.006459759082645178","0.006416343152523041","0.006492304150015116","435","435","435"
"218","0.005369076691567898","0.0053436895832419395","0.005386626813560724","437","437","437","0.006526737008243799","0.006454762537032366","0.00656537152826786","437","437","437"
"219","0.005373448319733143","0.005324144382029772","0.0054292925633490086","439","439","439","0.0065320744179189205","0.006429739762097597","0.006675461772829294","439","439","439"
"220","0.0053881585597991945","0.0053331381641328335","0.005433225072920322","441","441","441","0.006460882723331451","0.00640772795304656","0.006539358291774988","441","441","441"
"221","0.0053735259920358654","0.00534580834209919","0.005395238753408194","443","443","443","0.006471494305878877","0.006390401627868414","0.006645297631621361","443","443","443"
"222","0.005368470307439565","0.005326893646270037","0.005400156136602163","445","445","445","0.00650668703019619","0.006472391076385975","0.006595311686396599","445","445","445"
"223","0.0053832301869988445","0.005343392491340637","0.005406612530350685","447","447","447","0.006547964829951525","0.006451162975281477","0.006713864393532276","447","447","447"
"224","0.005371232423931361","0.005301971919834614","0.005449260119348764","449","449","449","0.006519718933850527","0.006420039106160402","0.006637137848883867","449","449","449"
"225","0.005346942134201527","0.005292319692671299","0.005403356160968542","451","451","451","0.0065162694081664085","0.00645940937101841","0.006585332099348307","451","451","451"
"226","0.005352644249796867","0.005305478814989328","0.005407515913248062","453","453","453","0.006485430337488651","0.006374591030180454","0.006605064962059259","453","453","453"
"227","0.0053456686437129974","0.005299288779497147","0.005403842777013779","455","455","455","0.006504361517727375","0.0063682724721729755","0.006594229023903608","455","455","455"
"228","0.0053407346829772","0.00529102748259902","0.005375974345952272","457","457","457","0.006466700695455074","0.006381222512573004","0.006537359207868576","457","457","457"
"229","0.005342646408826113","0.0052934433333575726","0.005419578403234482","459","459","459","0.0064546470530331135","0.006397983059287071","0.006509791128337383","459","459","459"
"230","0.005295215081423521","0.00526359723880887","0.005342520773410797","461","461","461","0.006385933794081211","0.006227480247616768","0.006471975706517696","461","461","461"
"231","0.005325896292924881","0.005287200212478638","0.005355916451662779","463","463","463","0.006441830098628998","0.006366637069731951","0.006496831309050322","463","463","463"
"232","0.005312690045684576","0.005266471300274134","0.005377691704779863","465","465","465","0.006450620014220476","0.00637649092823267","0.006543615832924843","465","465","465"
"233","0.005302691552788019","0.00525142764672637","0.0053340173326432705","467","467","467","0.006388826947659254","0.006345800124108791","0.006428286898881197","467","467","467"
"234","0.00531619219109416","0.0052851480431854725","0.005348599515855312","469","469","469","0.006394735630601644","0.006319752894341946","0.006522667594254017","469","469","469"
"235","0.005320947151631117","0.005287290085107088","0.0053748469799757","471","471","471","0.006469437014311552","0.0063864015974104404","0.006541017908602953","471","471","471"
"236","0.005322746839374304","0.005265393760055304","0.0053550428710877895","473","473","473","0.006383317708969116","0.006354853976517916","0.006436293479055166","473","473","473"
"237","0.005290284380316734","0.005221974104642868","0.005364508368074894","475","475","475","0.006382740847766399","0.006328774616122246","0.0064199091866612434","475","475","475"
"238","0.005305851902812719","0.005253850482404232","0.00535623962059617","477","477","477","0.006351578421890736","0.00630594789981842","0.006391260772943497","477","477","477"
"239","0.005295602045953274","0.005256290547549725","0.005362368654459715","479","479","479","0.006466832850128413","0.006372997071594","0.006580443121492863","479","479","479"
"240","0.005287371203303337","0.0052390675991773605","0.005359337665140629","481","481","481","0.006372757628560067","0.006285722833126783","0.006484463810920715","481","481","481"
"241","0.00527489734813571","0.005236933473497629","0.0053688655607402325","483","483","483","0.006403679493814707","0.0063240104354918","0.0065458910539746284","483","483","483"
"242","0.005306619219481945","0.005254161078482866","0.005359696689993143","485","485","485","0.006371061317622662","0.006329106166958809","0.0064862677827477455","485","485","485"
"243","0.005280981119722128","0.005249618552625179","0.005317757837474346","487","487","487","0.006344688590615988","0.00628701550886035","0.006420299410820007","487","487","487"
"244","0.0052836949005723","0.0052428231574594975","0.00532492995262146","489","489","489","0.006419544480741024","0.006343493238091469","0.006557812448590994","489","489","489"
"245","0.0052915955893695354","0.0052546290680766106","0.0053177024237811565","491","491","491","0.006367023102939129","0.006274031475186348","0.006509834434837103","491","491","491"
"246","0.005283401068300009","0.0052573299035429955","0.005322752054780722","493","493","493","0.006355129927396774","0.006279921159148216","0.006427863612771034","493","493","493"
"247","0.0052455696277320385","0.005201063584536314","0.005295341834425926","495","495","495","0.006370459869503975","0.006246468517929316","0.006501124706119299","495","495","495"
"248","0.005242392513900995","0.005217899102717638","0.005256564822047949","497","497","497","0.006350695714354515","0.00630902498960495","0.006392938084900379","497","497","497"
"249","0.005249364115297794","0.0052022309973835945","0.005289307329803705","499","499","499","0.006331130675971508","0.006224843207746744","0.006426672451198101","499","499","499"
"250","0.005229581892490387","0.0052093262784183025","0.005250889342278242","501","501","501","0.006332760863006115","0.00623106537386775","0.006421199068427086","501","501","501"
"251","0.005253790039569139","0.005227833520621061","0.005278558470308781","503","503","503","0.006296155415475369","0.006215294823050499","0.006375107914209366","503","503","503"
"252","0.00523203881457448","0.005209899507462978","0.005274510942399502","505","505","505","0.006258633732795715","0.006219340488314629","0.00629383372142911","505","505","505"
"253","0.005265916138887406","0.005222776439040899","0.005328369326889515","507","507","507","0.006341197807341814","0.0062861088663339615","0.006431311834603548","507","507","507"
"254","0.005250368639826775","0.005206336732953787","0.005281234160065651","509","509","509","0.006306000053882599","0.006258256267756224","0.006368468049913645","509","509","509"
"255","0.005216099508106709","0.005200321786105633","0.005256288684904575","511","511","511","0.0063465585000813006","0.006278370041400194","0.0063961828127503395","511","511","511"
"256","0.005196609627455473","0.005147906485944986","0.005237007513642311","513","513","513","0.006321203056722879","0.0062291258946061134","0.006455944385379553","513","513","513"
"257","0.005203090701252222","0.005180660169571638","0.005238849204033613","515","515","515","0.006327952723950148","0.006232316140085459","0.006451565772294998","515","515","515"
"258","0.005223337933421135","0.005202903877943754","0.005251056980341673","517","517","517","0.006294064689427614","0.006122870370745659","0.006421978585422039","517","517","517"
"259","0.0052141593769192696","0.005172848701477051","0.005274832248687744","519","519","519","0.006269668508321047","0.006233617663383484","0.006292907055467367","519","519","519"
"260","0.005199524760246277","0.005172847770154476","0.005226376000791788","521","521","521","0.0062308796681463715","0.006185741163790226","0.006274333223700523","521","521","521"
"261","0.005200577899813652","0.005184139125049114","0.005232633091509342","523","523","523","0.0063219254836440085","0.006246865727007389","0.006409740541130304","523","523","523"
"262","0.005202169809490442","0.005171919707208872","0.00522517878562212","525","525","525","0.006306977476924658","0.006247654557228088","0.006381157785654068","525","525","525"
"263","0.005210324097424746","0.0051905568689107895","0.00523276487365365","527","527","527","0.00628879526630044","0.006223195698112249","0.006364429369568825","527","527","527"
"264","0.005195966921746731","0.005158714018762112","0.005239433143287897","529","529","529","0.006313226837664843","0.006236976012587547","0.0063636754639446735","529","529","529"
"265","0.005219065211713314","0.005179559346288443","0.005274368915706873","531","531","531","0.0063160046935081485","0.0061807530000805855","0.006438803393393755","531","531","531"
"266","0.005173747800290585","0.005136611871421337","0.005226153414696455","533","533","533","0.006262643728405237","0.006158032454550266","0.006384451873600483","533","533","533"
"267","0.005191527027636767","0.0051727439276874065","0.005220689345151186","535","535","535","0.006319568119943142","0.00625869445502758","0.006404634565114975","535","535","535"
"268","0.00518263503909111","0.005108434706926346","0.005228700581938028","537","537","537","0.0063076744787395","0.006152101792395115","0.0065086837857961655","537","537","537"
"269","0.005196883622556925","0.005139179527759552","0.005240903701633215","539","539","539","0.006293959263712168","0.006196185946464539","0.006343417335301638","539","539","539"
"270","0.005165243614464998","0.0051337904296815395","0.005224617663770914","541","541","541","0.00622532544657588","0.00615031598135829","0.006263958290219307","541","541","541"
"271","0.005181109998375177","0.005133968312293291","0.0052204858511686325","543","543","543","0.006250732950866223","0.006155716255307198","0.006326892878860235","543","543","543"
"272","0.0051821255125105384","0.0051480852998793125","0.005208517890423536","545","545","545","0.00622947346419096","0.006156036164611578","0.006328798830509186","545","545","545"
"273","0.005156604293733835","0.00512882973998785","0.0052097272127866745","547","547","547","0.006235776748508215","0.00620479928329587","0.006309324409812689","547","547","547"
"274","0.005173899605870247","0.005125872325152159","0.005244230851531029","549","549","549","0.00630229851230979","0.006197176408022642","0.006478406023234129","549","549","549"
"275","0.005174377840012312","0.005133913829922676","0.005200657993555069","551","551","551","0.006239079218357801","0.006210475694388151","0.006289655342698097","551","551","551"
"276","0.005154532287269831","0.005116936285048723","0.005218323320150375","553","553","553","0.006283209379762411","0.0062126275151968","0.006425707601010799","553","553","553"
"277","0.005142176616936922","0.005104389041662216","0.005174111574888229","555","555","555","0.006186855211853981","0.006062611006200314","0.006251947022974491","555","555","555"
"278","0.005157824512571097","0.00511597516015172","0.005206591449677944","557","557","557","0.006238912232220173","0.006152044981718063","0.006359049119055271","557","557","557"
"279","0.005126592610031367","0.005113336723297834","0.005140864755958319","559","559","559","0.006209260877221822","0.006176765542477369","0.006276172120124102","559","559","559"
"280","0.005137741658836603","0.005089661572128534","0.005241099279373884","561","561","561","0.006224223971366882","0.006131525617092848","0.006296361796557903","561","561","561"
"281","0.005147994961589575","0.005089426413178444","0.005183903966099024","563","563","563","0.006272626016288996","0.006173653528094292","0.006365129724144936","563","563","563"
"282","0.005131321214139462","0.0050790938548743725","0.005167446099221706","565","565","565","0.006204939540475607","0.006096061319112778","0.006294480990618467","565","565","565"
"283","0.005105738434940577","0.005071992054581642","0.005161663051694632","567","567","567","0.006185667589306831","0.006150815170258284","0.0062126340344548225","567","567","567"
"284","0.005120443366467953","0.005084367003291845","0.005163697060197592","569","569","569","0.006206650473177433","0.006148442625999451","0.0063090333715081215","569","569","569"
"285","0.0051356848329305645","0.005099478177726269","0.005206414498388767","571","571","571","0.006261479388922453","0.006084409076720476","0.0063196271657943726","571","571","571"
"286","0.0051202461123466495","0.005063334014266729","0.005151080898940563","573","573","573","0.006191437970846892","0.006077662110328674","0.00625869445502758","573","573","573"
"287","0.005128416791558265","0.005097025074064732","0.005174889229238033","575","575","575","0.006189771927893162","0.00612108688801527","0.006301465909928083","575","575","575"
"288","0.005113254394382238","0.005067650694400072","0.0051725334487855434","577","577","577","0.006169191747903824","0.006100708618760109","0.006209193263202906","577","577","577"
"289","0.00513205612078309","0.005111412610858679","0.005158384796231985","579","579","579","0.006174430623650551","0.006084127817302942","0.006320429500192404","579","579","579"
"290","0.005104824341833592","0.005064976867288351","0.005129091441631317","581","581","581","0.006222329754382372","0.006078636739403009","0.006374923512339592","581","581","581"
"291","0.005131680332124233","0.005072737578302622","0.005175387486815453","583","583","583","0.006205495074391365","0.006098110694438219","0.00634731724858284","583","583","583"
"292","0.005107304453849793","0.005077059846371412","0.005158569663763046","585","585","585","0.006126684322953224","0.006050323601812124","0.006176576018333435","585","585","585"
"293","0.0050845429301261905","0.005052915774285793","0.005135462153702974","587","587","587","0.006153494492173195","0.006069345865398645","0.006280837114900351","587","587","587"
"294","0.005074539966881275","0.005051825195550919","0.005087777506560087","589","589","589","0.006130385957658291","0.006061858497560024","0.00617779279127717","589","589","589"
"295","0.005113049503415823","0.005056748166680336","0.005164395086467266","591","591","591","0.006127890758216381","0.006100208032876253","0.0061635528691112995","591","591","591"
"296","0.005080724693834781","0.005059688352048397","0.005096944514662027","593","593","593","0.006132432911545038","0.006075999233871698","0.006227431353181601","593","593","593"
"297","0.005091461166739464","0.005045326892286539","0.005132677964866161","595","595","595","0.006164276320487261","0.0060209897346794605","0.006241559982299805","595","595","595"
"298","0.005096912663429975","0.005033804103732109","0.005157806444913149","597","597","597","0.006167327053844929","0.006076442543417215","0.006259188521653414","597","597","597"
"299","0.005082833115011454","0.005042750388383865","0.00511523149907589","599","599","599","0.006141479779034853","0.006087488494813442","0.0061936154961586","599","599","599"
"300","0.005074024479836225","0.005056172143667936","0.005106195341795683","601","601","601","0.006145997997373342","0.006069646216928959","0.0062779528088867664","601","601","601"
"301","0.005060916393995285","0.005038711708039045","0.005090570077300072","603","603","603","0.006097588036209345","0.006036043167114258","0.006132382433861494","603","603","603"
"302","0.005060364119708538","0.005041786469519138","0.005087911617010832","605","605","605","0.006141255330294371","0.006058092694729567","0.006198616698384285","605","605","605"
"303","0.005063991993665695","0.004981182981282473","0.005127406679093838","607","607","607","0.00614583333954215","0.006120610982179642","0.00617411732673645","607","607","607"
"304","0.00507318302989006","0.005019103642553091","0.005113628227263689","609","609","609","0.006125159561634064","0.006053478457033634","0.0061649903655052185","609","609","609"
"305","0.005068239569664001","0.005022442899644375","0.0051053110510110855","611","611","611","0.006105268187820911","0.005996283609420061","0.006146738305687904","611","611","611"
"306","0.005067920219153166","0.005027402192354202","0.0051428345032036304","613","613","613","0.006173221860080957","0.006062039639800787","0.006279760040342808","613","613","613"
"307","0.005070638563483954","0.005044220015406609","0.005101988557726145","615","615","615","0.0060815799981355665","0.006003720220178366","0.006155227776616812","615","615","615"
"308","0.005043329391628504","0.0049970075488090515","0.005082863848656416","617","617","617","0.006090342346578836","0.006018008571118116","0.006138325668871403","617","617","617"
"309","0.005048904847353697","0.005014271941035986","0.005085787735879421","619","619","619","0.0061157973483204845","0.006063748151063919","0.006208969745784998","619","619","619"
"310","0.005051641538739204","0.004994432907551527","0.005148731172084808","621","621","621","0.006118146888911724","0.006032987497746944","0.0061910878866910934","621","621","621"
"311","0.005035828053951264","0.00498654181137681","0.0050572482869029045","623","623","623","0.006093382090330124","0.006048865150660276","0.006148538086563349","623","623","623"
"312","0.005048574041575193","0.0049997540190815926","0.005086866673082113","625","625","625","0.006068486999720335","0.006010131910443306","0.006135770119726658","625","625","625"
"313","0.005034484528005123","0.004976789932698011","0.005091505125164986","627","627","627","0.00610424829646945","0.006050922907888889","0.006142022088170052","627","627","627"
"314","0.005012576840817929","0.00497991731390357","0.0050674136728048325","629","629","629","0.006096746772527695","0.005982795264571905","0.006187864579260349","629","629","629"
"315","0.005028925742954016","0.00498548336327076","0.005075798835605383","631","631","631","0.006076431181281805","0.0060574645176529884","0.006116730161011219","631","631","631"
"316","0.005011078994721174","0.004957566503435373","0.005040120333433151","633","633","633","0.006072878185659647","0.006040679290890694","0.006142430007457733","633","633","633"
"317","0.005010989028960466","0.004956196993589401","0.005052490159869194","635","635","635","0.006061739660799504","0.005948327016085386","0.006184781901538372","635","635","635"
"318","0.005037593003362417","0.0050158994272351265","0.005063164979219437","637","637","637","0.0060956298373639585","0.005957126151770353","0.0062039936892688274","637","637","637"
"319","0.004999061767011881","0.004923010244965553","0.005053630098700523","639","639","639","0.006026718020439148","0.005991772282868624","0.006054779980331659","639","639","639"
"320","0.005013995710760355","0.004993964917957783","0.005028627812862396","641","641","641","0.0061067424714565275","0.006054166704416275","0.006158783100545406","641","641","641"
"321","0.005008833948522806","0.004974027164280415","0.0050362106412649155","643","643","643","0.00606962563470006","0.005948245525360107","0.006148177664726973","643","643","643"
"322","0.005000780988484621","0.00497813057154417","0.005023356527090073","645","645","645","0.006070208735764027","0.005950442049652338","0.006243778858333826","645","645","645"
"323","0.00501964408904314","0.005010111723095179","0.005041108932346106","647","647","647","0.0060424886643886564","0.006018518004566431","0.006072427611798048","647","647","647"
"324","0.004999032430350781","0.004971063695847988","0.0050475113093853","649","649","649","0.006030459515750408","0.005926698446273804","0.0060777501203119755","649","649","649"
"325","0.004997171554714441","0.004925189074128866","0.005095918197184801","651","651","651","0.006050516944378614","0.00595928356051445","0.0061151934787631035","651","651","651"
"326","0.004999267775565386","0.00495438277721405","0.00502469576895237","653","653","653","0.006076447851955891","0.0059646060690283775","0.006226727738976479","653","653","653"
"327","0.004985505621880293","0.004971322137862444","0.005009860266000032","655","655","655","0.006058622617274523","0.005964672192931175","0.006107046268880367","655","655","655"
"328","0.004978359024971723","0.004960315767675638","0.005007669795304537","657","657","657","0.006058820243924856","0.005980898626148701","0.006197780836373568","657","657","657"
"329","0.004990181419998407","0.004947286564856768","0.005029160995036364","659","659","659","0.006040980480611325","0.005928670521825552","0.006139470264315605","659","659","659"
"330","0.004980630241334438","0.0049429479986429214","0.005013778805732727","661","661","661","0.006037979014217853","0.005994207691401243","0.006070797331631184","661","661","661"
"331","0.005021884292364121","0.004971879068762064","0.005110199563205242","663","663","663","0.0060661470517516134","0.005958372727036476","0.006104863248765469","663","663","663"
"332","0.004963101726025343","0.004870905540883541","0.004998297430574894","665","665","665","0.006055791955441236","0.006007082760334015","0.006102156825363636","665","665","665"
"333","0.004975162353366614","0.004911977797746658","0.0050366767682135105","667","667","667","0.00602796096354723","0.0059529319405555725","0.006145812105387449","667","667","667"
"334","0.004956747870892286","0.004913296550512314","0.004998283460736275","669","669","669","0.006049089692533016","0.00598556874319911","0.006096640136092901","669","669","669"
"335","0.0049413214437663555","0.004929721355438232","0.0049603902734816074","671","671","671","0.005996295157819987","0.005941456649452448","0.006049965508282185","671","671","671"
"336","0.004967416636645794","0.004919039085507393","0.005000453442335129","673","673","673","0.00601124782115221","0.005899301264435053","0.006046836730092764","673","673","673"
"337","0.004975887574255466","0.004935558885335922","0.00502424780279398","675","675","675","0.006071674916893244","0.00594404386356473","0.006221807096153498","675","675","675"
"338","0.004954539891332388","0.00488046882674098","0.004998493939638138","677","677","677","0.006000884342938662","0.005893885623663664","0.006121399812400341","677","677","677"
"339","0.004944389592856169","0.004909615032374859","0.0049893977120518684","679","679","679","0.00598699115216732","0.005952842999249697","0.006032876204699278","679","679","679"
"340","0.004948498215526342","0.004875172395259142","0.004985237028449774","681","681","681","0.006004342902451753","0.005915552377700806","0.006090202368795872","681","681","681"
"341","0.004946686793118715","0.004903169348835945","0.005010315682739019","683","683","683","0.005941496416926384","0.005888843908905983","0.005979897454380989","683","683","683"
"342","0.004938897024840116","0.004898342303931713","0.004999588243663311","685","685","685","0.005947769340127707","0.005899425595998764","0.006034492515027523","685","685","685"
"343","0.004949121549725532","0.004925019107758999","0.0049696313217282295","687","687","687","0.005996037926524878","0.005931885447353125","0.006051207892596722","687","687","687"
"344","0.004995055869221688","0.004929734393954277","0.005089874844998121","689","689","689","0.005998040549457073","0.005964078474789858","0.006038911174982786","689","689","689"
"345","0.004957619309425354","0.00490439310669899","0.00504732271656394","691","691","691","0.006040798313915729","0.005936624016612768","0.0062004076316952705","691","691","691"
"346","0.004922033380717039","0.0048676724545657635","0.00494971452280879","693","693","693","0.005942014791071415","0.0058715129271149635","0.006000981200486422","693","693","693"
"347","0.004940409399569035","0.004911039490252733","0.0049721235409379005","695","695","695","0.00598601084202528","0.005947824567556381","0.0061114183627069","695","695","695"
"348","0.0049252895638346676","0.0048909494653344154","0.004971873480826616","697","697","697","0.005948012135922909","0.005917596630752087","0.005981401540338993","697","697","697"
"349","0.0049023526720702645","0.0048628333024680614","0.0049322606064379215","699","699","699","0.005963899660855532","0.0059045772068202496","0.006039555184543133","699","699","699"
"350","0.004913105815649033","0.004852840676903725","0.004943413194268942","701","701","701","0.0059676806442439554","0.005929476115852594","0.006008370779454708","701","701","701"
"351","0.004933236725628376","0.004876378457993269","0.004992432426661253","703","703","703","0.005927122663706541","0.005887041334062815","0.005993586033582687","703","703","703"
"352","0.004931904003024101","0.004875684157013893","0.004968434572219849","705","705","705","0.005989585630595684","0.005883459001779556","0.006068166345357895","705","705","705"
"353","0.004925800580531358","0.004864297341555357","0.00497684720903635","707","707","707","0.005981459375470876","0.005870088469237089","0.006057014223188162","707","707","707"
"354","0.004911292158067226","0.004889834206551313","0.004950134549289942","709","709","709","0.005949212703853846","0.005912656895816326","0.005994708742946386","709","709","709"
"355","0.004941099602729082","0.004885478876531124","0.005001588724553585","711","711","711","0.005933486111462116","0.0058680432848632336","0.005993422586470842","711","711","711"
"356","0.004921007622033358","0.004877460654824972","0.004951938055455685","713","713","713","0.006021872721612453","0.005935201421380043","0.006116221193224192","713","713","713"
"357","0.004894779529422522","0.0048569017089903355","0.004937518388032913","715","715","715","0.005932429805397987","0.005818839650601149","0.005998943466693163","715","715","715"
"358","0.004913106001913548","0.004866267554461956","0.004943587351590395","717","717","717","0.005967471376061439","0.005897944327443838","0.006050910335034132","717","717","717"
"359","0.004900958389043808","0.004886121489107609","0.004924877546727657","719","719","719","0.006005497369915247","0.0059403409250080585","0.0060560377314686775","719","719","719"
"360","0.004910459090024233","0.004853077232837677","0.0049430388025939465","721","721","721","0.005895872134715319","0.005885792896151543","0.005913221277296543","721","721","721"
"361","0.004909797664731741","0.004829134792089462","0.004967267159372568","723","723","723","0.005946793593466282","0.005902158096432686","0.006031662691384554","723","723","723"
"362","0.0048854400403797625","0.004818106070160866","0.004916636273264885","725","725","725","0.00601815190166235","0.005911994259804487","0.006147040985524654","725","725","725"
"363","0.004910662025213242","0.004855707753449678","0.004956452641636133","727","727","727","0.005967091489583254","0.005873269401490688","0.006022840738296509","727","727","727"
"364","0.0048932857811450955","0.004859515931457281","0.004923279397189617","729","729","729","0.005967961810529232","0.0058900038711726665","0.006167775485664606","729","729","729"
"365","0.00488491877913475","0.004847067408263683","0.0049332017078995705","731","731","731","0.005956022441387177","0.005906091537326574","0.0060275946743786335","731","731","731"
"366","0.004869780596345663","0.0048488774336874485","0.0049135200679302216","733","733","733","0.0059087960049510006","0.0058379461988806725","0.006082686595618725","733","733","733"
"367","0.004904807731509209","0.004845844581723213","0.0050267125479876995","735","735","735","0.005958982836455106","0.005899473093450069","0.006027612369507551","735","735","735"
"368","0.00488371541723609","0.00485394848510623","0.004915044642984867","737","737","737","0.005911046359688044","0.0058441455475986","0.0059814308770000935","737","737","737"
"369","0.004876942839473486","0.004854364786297083","0.004926517605781555","739","739","739","0.0059434927999973295","0.005864344537258148","0.005996265448629856","739","739","739"
"370","0.004846084769815207","0.0047976975329220295","0.004870100412517786","741","741","741","0.005955016613006592","0.00588066503405571","0.005992436781525612","741","741","741"
"371","0.004861108120530843","0.004838315770030022","0.004880364518612623","743","743","743","0.005957703292369843","0.005861126817762852","0.006211668718606234","743","743","743"
"372","0.004864947590976954","0.0048258621245622635","0.004894427955150604","745","745","745","0.005986767914146185","0.0058337487280368805","0.006100021302700043","745","745","745"
"373","0.004893171600997448","0.004854473285377026","0.004933144897222519","747","747","747","0.005896807555109263","0.005875822622328997","0.005930342711508274","747","747","747"
"374","0.004854741599410772","0.004805220291018486","0.004893779288977385","749","749","749","0.005905393045395613","0.005848255939781666","0.005994128994643688","749","749","749"
"375","0.004853093810379505","0.004817115142941475","0.004914192482829094","751","751","751","0.005893140099942684","0.005817850586026907","0.005949440877884626","751","751","751"
"376","0.004848894756287336","0.00480493251234293","0.004879165440797806","753","753","753","0.005893416050821543","0.005845957901328802","0.005986542906612158","753","753","753"
"377","0.004856497049331665","0.004809654783457518","0.0048806625418365","755","755","755","0.0059171953238546845","0.005841096397489309","0.006008305121213198","755","755","755"
"378","0.004859226662665606","0.004848134703934193","0.004883032292127609","757","757","757","0.00592795442789793","0.005886802915483713","0.005974024999886751","757","757","757"
